,ShoeName,Category,no_colors,price_reduce,price,count_of_sizes,color_black,color_blue,color_white,color_red,other_color,product_code,n_reviews,size,comfort,quality,star_rating,product_code2
1447,Nike Tiempo Legend 9 Elite FG,Men,4,195.97,230.0,3,1.0,1.0,1.0,0.0,pink,CZ8482-054,85.0,48.0,87.0,46.57,4.5,CZ8482-054
1448,Nike Air Max 90 G,Men,1,99.97,130.0,1,1.0,0.0,1.0,1.0,,CU9978-101,149.0,42.0,79.0,41.9,4.5,CU9978-101
1449,Nike ACG Moc Premium,Men,1,100.0,100.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1450,Nike Tiempo Legend 10 Academy,Men,3,85.0,85.0,10,1.0,0.0,1.0,0.0,,DV4341-300,3.0,50.0,100.0,61.11,4.7,DV4341-300
1451,Nike Pegasus 40 (Arkansas),Men,1,98.97,140.0,19,1.0,0.0,1.0,0.0,,DZ5991-100,0.0,,,,0.0,DZ5991-100
1452,Nike Air Force 1 '07 LV8,Men,1,114.97,135.0,11,0.0,1.0,1.0,0.0,,FQ8825-100,3.0,50.0,50.0,44.44,5.0,FQ8825-100
1453,Nike Air Force 1 Mid '07 LV8,Men,1,119.97,140.0,0,0.0,1.0,1.0,0.0,,DR9513-400,9.0,50.0,100.0,75.0,4.7,DR9513-400
1454,Nike Zoom LeBron 4,Men,1,240.0,240.0,14,1.0,0.0,1.0,1.0,,DJ4888-100,1.0,50.0,100.0,83.33,5.0,DJ4888-100
1455,Nike Huarache 9 Elite Low LAX,Men,2,120.0,120.0,24,1.0,0.0,1.0,0.0,gold,FD0089-101,0.0,,,,0.0,FD0089-101
1456,Nike ACG Moc,Men,1,54.97,90.0,1,1.0,0.0,0.0,0.0,,DQ6453-400,5.0,50.0,100.0,70.0,4.4,DQ6453-400
1457,Nike Air Max 97 By You Greatest Gift,Men,1,195.0,195.0,17,0.0,0.0,0.0,0.0,,FN6743-900,,,,,,FN6743-900
1458,"Nike ACG GORE-TEX ""Mountain Fly""",Men,1,220.0,220.0,5,1.0,0.0,1.0,0.0,,CT2904-002,38.0,33.0,82.0,46.23,4.2,CT2904-002
1459,Nike ACG Moc 3.5,Men,1,90.0,90.0,16,0.0,1.0,1.0,0.0,orange,DJ6080-800,22.0,46.0,93.0,69.5,4.1,DJ6080-800
1460,Nike Offcourt (Alabama),Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,,DD0506-002,9.0,40.0,100.0,70.0,4.4,DD0506-002
1461,Nike Attack,Men,1,130.0,130.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1462,Nike Air Max 1 Premium,Men,1,160.0,160.0,14,1.0,1.0,1.0,0.0,,FJ0698-100,6.0,50.0,92.0,69.56,4.8,FJ0698-100
1463,Nike Phantom GT2 Academy FlyEase,Men,1,72.97,85.0,19,1.0,0.0,1.0,1.0,,DH9638-600,17.0,50.0,40.0,45.0,3.0,DH9638-600
1464,Nike Air Max 1 Premium 2,Men,1,108.97,180.0,2,0.0,0.0,0.0,0.0,brown,FD5088-200,10.0,43.0,65.0,54.0,4.9,FD5088-200
1465,Nike Motiva,Men,3,82.97,110.0,16,1.0,1.0,1.0,1.0,green,DV1237-601,227.0,46.0,91.0,49.04,4.5,DV1237-601
1466,Nike Winflo 8 Shield,Men,1,99.97,110.0,1,1.0,0.0,0.0,1.0,orange,DC3727-200,52.0,57.0,88.0,48.97,4.6,DC3727-200
1467,Nike Vapor 15 Academy Mercurial Dream Speed,Men,2,95.0,95.0,18,1.0,0.0,1.0,0.0,,FD1160-600,0.0,,,,0.0,FD1160-600
1468,Nike Pegasus 40 (Arizona),Men,1,98.97,140.0,20,0.0,1.0,1.0,1.0,,DZ5945-100,0.0,,,,0.0,DZ5945-100
1469,Freak 5 By You,Men,1,160.0,160.0,26,0.0,0.0,0.0,0.0,,HF0004-900,,,,,,HF0004-900
1470,Nike Air Force 1 '07 LX,Men,1,135.0,135.0,13,0.0,0.0,1.0,1.0,green,CU6312-100,2.0,50.0,100.0,75.0,5.0,CU6312-100
1471,Nike Air Force 1 '07 Premium,Men,1,150.0,150.0,11,1.0,0.0,1.0,0.0,gold,FN6835-010,3.0,50.0,67.0,61.22,3.7,FN6835-010
1472,KD16 By You,Men,1,190.0,190.0,26,0.0,0.0,0.0,0.0,,FB2390-900,,,,,,FB2390-900
1473,Nike Pegasus 40 (Delaware State),Men,1,98.97,140.0,16,0.0,1.0,1.0,0.0,,DZ5955-100,0.0,,,,0.0,DZ5955-100
1474,Nike Air Zoom Victory Tour 3 NRG,Men,1,200.0,200.0,19,0.0,0.0,0.0,0.0,gold,DV6799-007,6.0,34.0,100.0,61.33,4.3,DV6799-007
1475,Nike Zoom Javelin Elite 3,Men,1,89.97,150.0,1,1.0,0.0,0.0,0.0,purple,DV9193-001,0.0,,,,0.0,DV9193-001
1476,Nike Air Force 1 Mid x Off-White™,Men,1,205.0,205.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1477,Nike Air Force 1 '07 LX,Men,1,70.97,140.0,1,0.0,0.0,1.0,1.0,,DZ5355-126,0.0,,,,0.0,DZ5355-126
1478,Nike Manoa Leather,Men,2,80.97,95.0,10,1.0,0.0,0.0,0.0,brown,454350-700,408.0,49.0,95.0,48.9,4.7,454350-700
1479,Nike G.T. Jump,Men,2,153.97,180.0,10,1.0,0.0,1.0,0.0,,CZ9907-200,75.0,39.0,77.0,40.89,4.3,CZ9907-200
1480,Nike Air Penny 2 QS,Men,1,200.0,200.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1481,Nike Pegasus 40 (Tennessee State),Men,1,98.97,140.0,15,0.0,0.0,1.0,0.0,purple,DZ5978-100,0.0,,,,0.0,DZ5978-100
1482,Nike Air Force 1 High '07 LV8 EMB,Men,1,89.97,135.0,1,0.0,0.0,1.0,0.0,gold,DX4980-001,5.0,60.0,60.0,60.0,5.0,DX4980-001
1483,Air Jordan XXXVII,Men,1,111.97,185.0,4,1.0,0.0,0.0,0.0,gold,DD6958-001,183.0,42.0,74.0,39.76,4.7,DD6958-001
1484,Nike SB Zoom Blazer Mid Premium,Men,2,85.97,100.0,3,1.0,0.0,1.0,0.0,rose,DV7898-001,4.0,25.0,75.0,50.0,3.8,DV7898-001
1485,Nike Force Zoom Trout 8 Pro NRG,Men,1,57.97,95.0,1,0.0,0.0,1.0,0.0,orange,FB9120-160,0.0,,,,0.0,FB9120-160
1486,Nike Terminator High (Morehouse),Men,1,150.0,150.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1487,LeBron Witness 8,Men,1,110.0,110.0,26,1.0,1.0,1.0,1.0,purple,FB2239-002,29.0,19.0,73.0,54.8,4.2,FB2239-002
1488,Nike Pegasus 40 (West Virginia),Men,1,98.97,140.0,16,0.0,1.0,1.0,0.0,gold,DZ6005-100,0.0,,,,0.0,DZ6005-100
1489,Jordan Why Not .5?,Men,1,110.97,130.0,5,1.0,0.0,1.0,0.0,,DC3637-160,106.0,50.0,89.0,69.5,4.5,DC3637-160
1490,Nike Air Max 90 NRG,Men,1,150.0,150.0,3,0.0,0.0,0.0,0.0,,CZ1929-200,22.0,53.0,91.0,72.0,4.7,CZ1929-200
1491,Nike Free Run 2,Men,1,69.97,110.0,0,1.0,0.0,1.0,0.0,,537732-004,160.0,41.0,91.0,66.0,4.6,537732-004
1492,Nike SFB B2,Men,1,127.97,170.0,18,0.0,0.0,0.0,0.0,,FN3720-900,1.0,50.0,100.0,83.33,5.0,FN3720-900
1493,Nike Air Max 1 '87 By You,Men,1,180.0,180.0,22,0.0,0.0,0.0,0.0,,FJ8893-900,,,,,,FJ8893-900
1494,Nike Pegasus 40 (UNC),Men,1,98.97,140.0,13,0.0,1.0,1.0,0.0,,DZ5968-100,0.0,,,,0.0,DZ5968-100
1495,Nike Zoom Vomero 5,Men,1,160.0,160.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1496,Nike Blazer Mid '77 Jumbo,Men,2,86.97,115.0,5,1.0,1.0,1.0,0.0,,FD0278-001,0.0,,,,0.0,FD0278-001
1497,Nike Waffle Debut SE,Men,2,80.0,80.0,3,1.0,1.0,1.0,1.0,green,DQ7684-101,3.0,50.0,84.0,78.0,5.0,DQ7684-101
1498,Nike Blazer Mid '77 Suede,Men,1,78.97,105.0,17,1.0,0.0,1.0,1.0,,CI1172-601,98.0,50.0,79.0,64.5,4.6,CI1172-601
1499,Nike Pegasus 40 (Tuskegee),Men,1,98.97,140.0,14,0.0,0.0,1.0,1.0,,DZ6004-100,0.0,,,,0.0,DZ6004-100
1500,Nike Air Max 90 G NRG,Men,1,105.97,150.0,5,0.0,1.0,1.0,0.0,purple,DQ4128-155,1.0,50.0,100.0,83.33,5.0,DQ4128-155
1501,Nike Metcon 9 EasyOn,Men,1,150.0,150.0,17,1.0,0.0,1.0,0.0,,DZ2615-001,28.0,50.0,80.0,51.67,4.6,DZ2615-001
1502,Cosmic Unity 3 N7,Men,1,170.0,170.0,24,1.0,0.0,0.0,1.0,,FV6079-001,1.0,50.0,100.0,83.33,5.0,FV6079-001
1503,Nike Blazer Mid '77 Vintage,Men,1,87.97,110.0,1,0.0,0.0,1.0,0.0,orange,FJ4022-025,6.0,42.0,75.0,55.67,3.5,FJ4022-025
1504,Nike Offcourt (Michigan State),Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,green,DD0532-002,2.0,,50.0,50.0,4.5,DD0532-002
1505,Nike High Jump Elite,Men,1,135.0,135.0,14,0.0,1.0,1.0,0.0,orange,806561-400,15.0,50.0,88.0,69.0,4.7,806561-400
1506,"Tatum 1 ""Away Team""",Men,1,120.0,120.0,11,1.0,0.0,1.0,0.0,green,DZ3324-003,11.0,61.0,89.0,68.18,3.8,DZ3324-003
1507,NikeCourt Air Zoom GP Turbo Osaka,Men,1,136.97,160.0,13,0.0,0.0,0.0,0.0,brown,FB7076-100,0.0,,,,0.0,FB7076-100
1508,Nike Air Force 1 Low Billie,Men,1,130.0,130.0,18,0.0,0.0,1.0,0.0,,DZ3674-100,9.0,50.0,75.0,52.78,4.6,DZ3674-100
1509,Nike Air Pegasus '89,Men,2,78.97,105.0,17,1.0,1.0,1.0,0.0,khaki,FB8900-001,2.0,50.0,100.0,66.67,3.5,FB8900-001
1510,Nike Air Force 1 '07 LV8 1,Men,1,114.97,135.0,12,1.0,0.0,0.0,1.0,,CW6999-600,92.0,53.0,91.0,49.09,4.9,CW6999-600
1511,Nike Air Force 1 '07 LV8,Men,1,103.97,130.0,1,1.0,0.0,0.0,0.0,,DV0794-001,13.0,63.0,88.0,55.46,4.9,DV0794-001
1512,Nike Court Legacy Next Nature,Men,1,59.97,70.0,0,0.0,1.0,1.0,0.0,,FQ6474-100,0.0,,,,0.0,FQ6474-100
1513,Jordan Post,Men,1,30.0,30.0,3,1.0,0.0,0.0,0.0,gold,DX5575-700,119.0,65.0,85.0,58.96,4.4,DX5575-700
1514,Nike Zoom Rotational 6,Men,2,110.0,110.0,13,1.0,1.0,1.0,0.0,pink,685131-004,23.0,42.0,61.0,35.78,4.2,685131-004
1515,Nike Air Force 1 Low Retro,Men,2,150.0,150.0,9,0.0,0.0,1.0,0.0,green,FD7039-101,16.0,54.0,87.0,76.17,4.8,FD7039-101
1516,Nike Ultrafly,Men,1,260.0,260.0,17,0.0,0.0,1.0,0.0,orange,DX1978-101,33.0,48.0,97.0,59.44,4.6,DX1978-101
1517,Jordan 1 Low TD,Men,1,140.0,140.0,12,1.0,0.0,1.0,0.0,,FJ6245-002,4.0,,17.0,21.0,3.5,FJ6245-002
1518,Nike Blazer Mid '77 By You,Men,1,120.0,120.0,17,0.0,0.0,0.0,0.0,,DO7432-900,,,,,,DO7432-900
1519,Jordan 6 Rings,Men,1,170.0,170.0,18,1.0,0.0,1.0,1.0,,322992-067,1405.0,36.0,79.0,38.43,4.8,322992-067
1520,Nike Dunk Low Retro,Men,1,115.0,115.0,17,0.0,0.0,1.0,1.0,khaki,DV0833-600,214.0,48.0,82.0,50.19,4.8,DV0833-600
1521,Nike Pegasus 40 (Spelman),Men,1,98.97,140.0,17,0.0,0.0,1.0,0.0,,DZ5956-100,0.0,,,,0.0,DZ5956-100
1522,Nike Offline 2.0,Men,1,91.97,130.0,1,0.0,0.0,1.0,0.0,brown,DJ6229-200,1.0,,,,4.0,DJ6229-200
1523,ACG Lowcate x Future Movement,Men,1,68.97,125.0,14,0.0,0.0,0.0,0.0,green,FB9761-300,10.0,40.0,85.0,75.0,4.7,FB9761-300
1524,Nike Air Max 90,Men,1,98.97,140.0,4,1.0,0.0,1.0,1.0,,DZ4839-001,4.0,25.0,100.0,50.0,5.0,DZ4839-001
1525,Nike Air Max 1 Premium,Men,2,80.97,160.0,6,0.0,1.0,0.0,0.0,brown,FB8915-400,6.0,42.0,92.0,78.0,4.7,FB8915-400
1526,Nike Air Max 1 Premium,Men,1,90.97,150.0,4,0.0,1.0,0.0,0.0,khaki,DV3050-300,2.0,50.0,100.0,75.0,5.0,DV3050-300
1527,Nike Pegasus 40 (Texas),Men,1,98.97,140.0,12,0.0,0.0,1.0,0.0,orange,DZ5951-100,2.0,50.0,100.0,83.33,5.0,DZ5951-100
1528,Nike Run Swift 2,Men,1,51.97,70.0,1,1.0,0.0,1.0,0.0,,CU3517-014,132.0,25.0,63.0,29.84,4.6,CU3517-014
1529,Freak 5 By You,Men,1,160.0,160.0,26,0.0,0.0,0.0,0.0,,HF0004-900,,,,,,HF0004-900
1530,Nike Alpha Huarache Elite 4 Low MCS,Men,1,67.97,90.0,13,0.0,0.0,1.0,1.0,violet,FQ7724-106,0.0,,,,0.0,FQ7724-106
1531,Nike Victory Pro 3,Men,3,110.97,130.0,14,1.0,0.0,1.0,0.0,green,DV6800-110,1.0,50.0,50.0,66.67,4.0,DV6800-110
1532,Nike Air Max 90,Men,1,70.97,140.0,4,1.0,0.0,0.0,0.0,green,DC6083-200,2.0,50.0,75.0,62.5,5.0,DC6083-200
1533,Nike Offcourt (Georgia),Men,1,28.97,40.0,10,1.0,0.0,1.0,1.0,,DD0525-002,8.0,50.0,100.0,75.0,4.8,DD0525-002
1534,Air Jordan 1 Mid SE,Men,1,135.0,135.0,4,1.0,0.0,1.0,1.0,orange,FJ4923-008,33.0,48.0,80.0,67.92,5.0,FJ4923-008
1535,Nike Air Max 97 SE,Men,1,131.97,175.0,17,1.0,0.0,0.0,0.0,orange,FB9619-001,0.0,,,,0.0,FB9619-001
1536,Nike Force Trout 8 Keystone,Men,2,50.0,50.0,7,1.0,0.0,1.0,0.0,,CZ5911-100,132.0,17.0,50.0,22.84,4.8,CZ5911-100
1537,Nike ACG Air Zoom Gaiadome GORE-TEX,Men,1,230.0,230.0,16,1.0,0.0,0.0,0.0,,DD2858-001,22.0,63.0,87.0,59.09,4.0,DD2858-001
1538,Nike Air Force 1 '07 EasyOn,Men,1,115.0,115.0,1,0.0,0.0,1.0,0.0,,FD1146-100,112.0,58.0,82.0,48.15,4.6,FD1146-100
1539,Nike Pegasus 40 (Oregon State),Men,1,98.97,140.0,21,1.0,0.0,1.0,0.0,orange,DZ5954-100,0.0,,,,0.0,DZ5954-100
1540,Nike Pegasus 40 (LSU),Men,1,98.97,140.0,12,0.0,0.0,1.0,0.0,purple,DZ5959-100,0.0,,,,0.0,DZ5959-100
1541,Nike Pole Vault Elite,Men,2,130.0,130.0,21,1.0,1.0,1.0,0.0,pink,AA1204-400,13.0,37.0,78.0,57.5,3.9,AA1204-400
1542,Nike Offcourt (Oregon State),Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,orange,DD0537-002,1.0,,,,5.0,DD0537-002
1543,Nike Dunk Low,Men,1,120.0,120.0,6,0.0,1.0,1.0,1.0,,FN6881-100,26.0,54.0,89.0,64.33,4.8,FN6881-100
1544,Nike Air Force 1 Low Retro,Men,1,97.97,130.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1545,Nike Air Max 97 By You Greatest Gift,Men,1,195.0,195.0,15,0.0,0.0,0.0,0.0,,FZ0815-900,,,,,,FZ0815-900
1546,Jordan Hydro 8 Retro,Men,1,52.97,65.0,7,1.0,0.0,1.0,1.0,,FD7674-001,9.0,50.0,89.0,79.67,5.0,FD7674-001
1547,Nike Pegasus 40 (Oklahoma State),Men,1,98.97,140.0,22,1.0,0.0,1.0,0.0,orange,DZ5973-100,0.0,,,,0.0,DZ5973-100
1548,Nike Air Max 1 Premium,Men,1,96.97,160.0,3,0.0,0.0,1.0,0.0,,DZ5317-121,6.0,50.0,67.0,44.56,3.7,DZ5317-121
1549,Nike Offcourt (Florida),Men,1,28.97,40.0,10,1.0,0.0,0.0,0.0,orange,DD0522-002,4.0,25.0,84.0,54.5,3.8,DD0522-002
1550,Tuskegee,Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,,DX5640-002,0.0,,,,0.0,DX5640-002
1551,Nike Air Force 1 Mid '07 QS,Men,1,82.97,150.0,3,0.0,0.0,1.0,0.0,,DM0107-500,8.0,57.0,93.0,58.33,4.8,DM0107-500
1552,Nike Air Force 1 Low,Men,1,140.0,140.0,5,0.0,0.0,1.0,0.0,,FB9128-100,2.0,50.0,100.0,66.67,5.0,FB9128-100
1553,Jordan Delta 3 SP,Men,1,89.97,160.0,4,0.0,0.0,0.0,0.0,,DD9361-212,2.0,50.0,50.0,50.0,5.0,DD9361-212
1554,Nike Air Max Excee,Men,1,95.0,95.0,17,1.0,0.0,1.0,1.0,,DZ0795-102,5.0,25.0,75.0,46.67,4.8,DZ0795-102
1555,Jordan System.23,Men,1,110.0,110.0,7,0.0,0.0,1.0,0.0,gold,DN4890-700,6.0,75.0,75.0,55.56,3.5,DN4890-700
1556,Air Ship PE x A Ma Maniére,Men,1,140.0,140.0,6,1.0,0.0,1.0,0.0,,DX4976-100,8.0,38.0,63.0,67.0,4.8,DX4976-100
1557,Nike Alpha Huarache 8 Varsity,Men,1,76.97,90.0,2,1.0,0.0,1.0,0.0,,CZ6558-110,25.0,,,,4.4,CZ6558-110
1558,Nike Air Force 1 '07,Men,1,93.97,130.0,10,0.0,0.0,0.0,1.0,,FN7439-133,4.0,50.0,63.0,71.0,4.5,FN7439-133
1559,Nike Pegasus 40 (Penn State),Men,1,98.97,140.0,19,0.0,1.0,1.0,0.0,,DZ5944-100,0.0,,,,0.0,DZ5944-100
1560,Nike SFB B2 Realtree®,Men,1,135.97,180.0,17,1.0,0.0,0.0,0.0,,FN3721-200,0.0,,,,0.0,FN3721-200
1561,Air Jordan 1 Low SE Craft,Men,1,120.0,120.0,0,1.0,0.0,1.0,0.0,,DZ4135-002,20.0,63.0,59.0,55.67,4.0,DZ4135-002
1562,LeBron Witness 6 (Team),Men,1,89.97,105.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1563,Nike Offcourt (Clemson),Men,1,28.97,40.0,10,1.0,0.0,0.0,0.0,orange,DD0518-002,0.0,,,,0.0,DD0518-002
1564,Nike Air Max LTD 3,Men,1,130.0,130.0,17,1.0,1.0,1.0,1.0,brown,687977-020,389.0,,,,4.8,687977-020
1565,Nike Pegasus 40 (Alabama),Men,1,98.97,140.0,14,0.0,0.0,1.0,0.0,,DZ5972-100,2.0,25.0,100.0,75.0,5.0,DZ5972-100
1566,Nike Air Max 97 Be True,Men,1,180.0,180.0,15,0.0,0.0,0.0,0.0,pink,FD8637-600,7.0,50.0,88.0,69.0,3.9,FD8637-600
1567,Nike SB Nyjah Free 2,Men,1,65.97,100.0,3,1.0,0.0,1.0,0.0,,BV2078-100,250.0,34.0,63.0,32.87,4.4,BV2078-100
1568,Nike SB Zoom Blazer Mid x Mason Silva,Men,1,88.97,110.0,6,1.0,1.0,1.0,0.0,,DZ7260-400,4.0,50.0,100.0,66.67,4.8,DZ7260-400
1569,Nike Pegasus 39 A.I.R. Hola Lou,Men,1,140.0,140.0,13,0.0,0.0,0.0,0.0,brown,DO9500-300,555.0,50.0,91.0,47.48,4.6,DO9500-300
1570,Nike Dunk Low,Men,1,115.0,115.0,0,0.0,0.0,1.0,0.0,orange,FV6909-800,,,,,,FV6909-800
1571,Nike Air Max 1 Premium 2,Men,1,160.0,160.0,2,0.0,0.0,1.0,0.0,,FD5088-001,10.0,43.0,65.0,54.0,4.9,FD5088-001
1572,Air Jordan 1 Low OG,Men,1,140.0,140.0,3,1.0,0.0,1.0,0.0,,CZ0790-001,675.0,53.0,77.0,69.01,4.8,CZ0790-001
1573,Nike Air Max 1 '86 Premium,Men,1,170.0,170.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1574,Nike Air Adjust Force Unlocked By You Greatest Gift,Men,1,210.0,210.0,15,0.0,0.0,0.0,0.0,,FB2392-900,,,,,,FB2392-900
1575,"LeBron XXI ""Abalone""",Men,1,210.0,210.0,25,1.0,1.0,1.0,1.0,purple,FN0708-400,0.0,,,,0.0,FN0708-400
1576,NOCTA Glide,Men,1,160.0,160.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1577,Nike Court Vision Mid Next Nature,Men,1,90.0,90.0,17,1.0,0.0,1.0,0.0,,FQ8740-480,0.0,,,,0.0,FQ8740-480
1578,FAMU,Men,1,28.97,40.0,10,1.0,0.0,0.0,0.0,green,DZ0961-002,0.0,,,,0.0,DZ0961-002
1579,Converse x Martine Ali Chuck 70 De Luxe Wedge,Men,1,160.0,160.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1580,NikeCourt Air Zoom Vapor AJ3,Men,1,138.97,180.0,7,1.0,1.0,1.0,0.0,,DV9367-100,20.0,50.0,94.0,58.0,4.9,DV9367-100
1581,Nike Pegasus 40 (Ohio State),Men,1,98.97,140.0,15,0.0,0.0,1.0,1.0,,DZ5969-100,0.0,,,,0.0,DZ5969-100
1582,Zion 2 TB,Men,1,102.97,120.0,4,0.0,0.0,1.0,0.0,gold,DQ7688-170,4.0,50.0,100.0,58.33,5.0,DQ7688-170
1583,Nike Air More Uptempo,Men,1,85.0,85.0,12,1.0,0.0,1.0,0.0,,FJ2708-001,0.0,,,,0.0,FJ2708-001
1584,Nike Dunk Mid Premium,Men,1,119.97,140.0,2,1.0,0.0,1.0,0.0,orange,FQ8749-010,23.0,59.0,72.0,77.0,4.6,FQ8749-010
1585,Nike Dunk Low Retro,Men,1,115.0,115.0,17,0.0,0.0,0.0,1.0,purple,FV8106-181,7.0,59.0,59.0,67.9,5.0,FV8106-181
1586,Nike Zoom LeBron 2 LX,Men,1,250.0,250.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1587,Nike Air Max 1 Premium,Men,1,160.0,160.0,17,0.0,0.0,1.0,1.0,,FJ4451-100,4.0,50.0,100.0,75.0,5.0,FJ4451-100
1588,Nike Air Pegasus '89 Premium,Men,1,110.0,110.0,1,0.0,0.0,1.0,0.0,,FN6838-012,5.0,30.0,80.0,63.33,4.6,FN6838-012
1589,Nike Pegasus 40 (Stanford),Men,1,98.97,140.0,14,1.0,0.0,1.0,0.0,,FQ2145-100,0.0,,,,0.0,FQ2145-100
1590,Nike On Deck,Men,1,18.97,25.0,2,1.0,0.0,1.0,0.0,,CU3958-002,50.0,50.0,87.0,46.33,4.7,CU3958-002
1591,Nike Air Force 1 '07 LX,Men,1,97.97,140.0,3,0.0,0.0,0.0,0.0,pink,DV0791-200,10.0,50.0,88.0,49.33,4.6,DV0791-200
1592,NikeCourt Air Zoom GP Turbo Osaka Premium,Men,1,160.0,160.0,1,1.0,0.0,0.0,0.0,pink,FJ2985-001,3.0,50.0,100.0,75.0,5.0,FJ2985-001
1593,Nike Air Max 90,Men,1,119.97,140.0,4,1.0,0.0,1.0,0.0,,FN6843-100,17.0,46.0,78.0,57.02,4.9,FN6843-100
1594,Nike Invincible 3,Men,1,190.0,190.0,15,1.0,0.0,1.0,0.0,,FZ5056-103,0.0,,,,0.0,FZ5056-103
1595,Nike Air Footscape Woven,Men,2,160.0,160.0,0,0.0,0.0,0.0,0.0,,,,,,,,
1596,Nike Pegasus 37,Men,1,89.97,120.0,8,1.0,0.0,0.0,0.0,olive,BQ9646-004,657.0,45.0,82.0,42.38,4.5,BQ9646-004
1597,Nike Air Monarch IV AMP,Men,1,110.97,130.0,17,0.0,0.0,0.0,0.0,pink,FB7143-403,0.0,,,,0.0,FB7143-403
1598,Nike Offcourt (Michigan),Men,1,28.97,40.0,10,1.0,1.0,0.0,0.0,,DD0533-002,3.0,50.0,84.0,67.0,4.3,DD0533-002
1599,Jordan Delta 3 Low,Men,1,84.97,140.0,13,0.0,0.0,1.0,1.0,,DN2647-100,7.0,84.0,84.0,60.76,4.3,DN2647-100
1600,Duke,Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,,DX5211-002,0.0,,,,0.0,DX5211-002
1601,Nike Air Max 97 OG,Men,1,111.97,185.0,2,1.0,1.0,1.0,0.0,,DM0028-400,55.0,41.0,84.0,52.58,4.8,DM0028-400
1602,Nike Court Legacy Canvas,Men,1,55.97,60.0,17,1.0,0.0,1.0,0.0,,CW6539-100,129.0,50.0,66.0,38.93,4.7,CW6539-100
1603,Nike Offcourt (Oklahoma),Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,,DD0536-002,2.0,,50.0,50.0,4.0,DD0536-002
1604,Nike SFB Field 2 8”,Men,1,144.97,175.0,17,1.0,0.0,0.0,0.0,,AO7507-001,18.0,47.0,80.0,44.19,4.1,AO7507-001
1605,Nike x Future Movement Air Humara,Men,1,115.97,165.0,2,0.0,0.0,0.0,0.0,brown,FQ1099-200,0.0,50.0,100.0,inf,0.0,FQ1099-200
1606,Nike College Air Max SYSTM (Michigan State),Men,1,110.0,110.0,2,1.0,0.0,1.0,0.0,green,DZ7747-001,1.0,100.0,100.0,100.0,5.0,DZ7747-001
1607,Nike Air Force 1 '07 Premium,Men,1,123.97,145.0,17,0.0,0.0,1.0,0.0,khaki,FV3628-031,4.0,63.0,100.0,87.67,5.0,FV3628-031
1608,Jordan Granville Pro,Men,1,108.97,135.0,5,0.0,0.0,0.0,1.0,gold,DV1235-100,5.0,50.0,100.0,56.67,4.8,DV1235-100
1609,Nike ZoomX Dragonfly,Men,1,89.97,150.0,3,0.0,0.0,0.0,0.0,purple,DR9922-700,7.0,40.0,80.0,60.0,5.0,DR9922-700
1610,Nike SB Zoom Blazer Mid,Men,1,67.97,90.0,20,1.0,0.0,1.0,1.0,,FD0731-001,4.0,50.0,100.0,83.33,5.0,FD0731-001
1611,Nike Pegasus 40 (NFL Tampa Bay Buccaneers),Men,14,112.97,140.0,15,1.0,1.0,1.0,1.0,purple,DZ5995-001,0.0,,,,0.0,DZ5995-001
1612,Nike Offcourt (NFL Atlanta Falcons),Men,15,40.0,40.0,1,1.0,1.0,1.0,1.0,brown,DD0521-001,0.0,,,,0.0,DD0521-001
1613,Nike Pegasus 40 (NFL Buffalo Bills),Men,15,112.97,140.0,15,1.0,1.0,1.0,1.0,brown,DZ5976-001,0.0,,,,0.0,DZ5976-001
1614,Nike Pegasus 39 (NFL Chicago Bears),Men,2,91.97,140.0,2,0.0,0.0,1.0,0.0,gold,DR2034-400,0.0,,,,0.0,DR2034-400
1615,Nike Offcourt (NFL Minnesota Vikings),Men,1,40.0,40.0,10,0.0,0.0,0.0,0.0,purple,DD0554-002,3.0,50.0,100.0,75.0,5.0,DD0554-002
1616,Nike Offcourt (NFL Buffalo Bills),Men,1,40.0,40.0,10,0.0,0.0,0.0,1.0,,DD0510-002,2.0,,50.0,50.0,3.0,DD0510-002
1617,Nike Offcourt (NFL New York Giants),Men,1,40.0,40.0,10,0.0,1.0,0.0,1.0,,DD0526-002,3.0,17.0,100.0,50.11,4.3,DD0526-002
1618,Nike Offcourt (NFL Carolina Panthers),Men,1,40.0,40.0,9,0.0,1.0,1.0,0.0,,DD0540-002,2.0,,100.0,75.0,3.5,DD0540-002
